Frame Number;Timestamp;Rigid Body Name;Relative X;Relative Y;Relative Z;Gesture
832702;6939.183;HandLeft;0.0097;-0.3448;-0.0798;clap
832702;6939.183;HandRight;0.1832;-0.3669;-0.0275;clap
832702;6939.183;Head;-0.0339;0.0182;0.1353;clap
832703;6939.192;HandLeft;0.0055;-0.3446;-0.0803;clap
832703;6939.192;HandRight;0.1841;-0.3674;-0.028;clap
832703;6939.192;Head;-0.0355;0.018;0.1353;clap
832704;6939.2;HandLeft;0.0014;-0.3445;-0.0811;clap
832704;6939.2;HandRight;0.1846;-0.368;-0.0287;clap
832704;6939.2;Head;-0.0371;0.0176;0.1343;clap
832705;6939.208;HandLeft;-0.0024;-0.3442;-0.0817;clap
832705;6939.208;HandRight;0.1841;-0.3689;-0.0298;clap
832705;6939.208;Head;-0.0386;0.0173;0.1336;clap
832706;6939.217;HandLeft;-0.0049;-0.3444;-0.0812;clap
832706;6939.217;HandRight;0.1834;-0.3698;-0.0306;clap
832706;6939.217;Head;-0.04;0.0174;0.1329;clap
832707;6939.225;HandLeft;-0.0061;-0.3448;-0.0805;clap
832707;6939.225;HandRight;0.1817;-0.3702;-0.0316;clap
832707;6939.225;Head;-0.0414;0.0173;0.1326;clap
832708;6939.233;HandLeft;-0.0061;-0.3453;-0.0799;clap
832708;6939.233;HandRight;0.1796;-0.3707;-0.0328;clap
832708;6939.233;Head;-0.0431;0.0169;0.1319;clap
832709;6939.242;HandLeft;-0.005;-0.346;-0.0794;clap
832709;6939.242;HandRight;0.1766;-0.3708;-0.034;clap
832709;6939.242;Head;-0.0446;0.0166;0.1313;clap
832710;6939.25;HandLeft;-0.0029;-0.3467;-0.0787;clap
832710;6939.25;HandRight;0.1725;-0.3708;-0.0351;clap
832710;6939.25;Head;-0.0461;0.0166;0.1308;clap
832711;6939.258;HandLeft;0.0008;-0.3477;-0.0778;clap
832711;6939.258;HandRight;0.168;-0.3709;-0.0365;clap
832711;6939.258;Head;-0.0474;0.0163;0.1305;clap
832712;6939.267;HandLeft;0.0055;-0.3491;-0.0764;clap
832712;6939.267;HandRight;0.163;-0.3706;-0.0372;clap
832712;6939.267;Head;-0.0492;0.0158;0.1299;clap
832713;6939.275;HandLeft;0.0108;-0.3507;-0.0742;clap
832713;6939.275;HandRight;0.1571;-0.3701;-0.0376;clap
832713;6939.275;Head;-0.0509;0.0155;0.1292;clap
832714;6939.283;HandLeft;0.0165;-0.352;-0.0727;clap
832714;6939.283;HandRight;0.1507;-0.3695;-0.0383;clap
832714;6939.283;Head;-0.052;0.0155;0.1289;clap
832715;6939.292;HandLeft;0.0226;-0.3535;-0.0708;clap
832715;6939.292;HandRight;0.144;-0.3689;-0.0385;clap
832715;6939.292;Head;-0.0535;0.0154;0.1282;clap
832716;6939.3;HandLeft;0.0294;-0.3552;-0.0687;clap
832716;6939.3;HandRight;0.1373;-0.3685;-0.0382;clap
832716;6939.3;Head;-0.0549;0.0151;0.1279;clap
832717;6939.308;HandLeft;0.0376;-0.3572;-0.0655;clap
832717;6939.308;HandRight;0.1312;-0.3678;-0.0371;clap
832717;6939.308;Head;-0.0565;0.0147;0.1272;clap
832718;6939.317;HandLeft;0.0464;-0.3595;-0.0623;clap
832718;6939.317;HandRight;0.1244;-0.3673;-0.0361;clap
832718;6939.317;Head;-0.0578;0.0147;0.1267;clap
832719;6939.325;HandLeft;0.056;-0.3615;-0.06;clap
832719;6939.325;HandRight;0.1175;-0.3671;-0.035;clap
832719;6939.325;Head;-0.059;0.0148;0.1266;clap
832720;6939.333;HandLeft;0.0612;-0.3634;-0.0584;clap
832720;6939.333;HandRight;0.1135;-0.3677;-0.0341;clap
832720;6939.333;Head;-0.0604;0.0145;0.1261;clap
832721;6939.342;HandLeft;0.0574;-0.3643;-0.0583;clap
832721;6939.342;HandRight;0.1134;-0.3691;-0.0329;clap
832721;6939.342;Head;-0.0617;0.0144;0.1258;clap
832722;6939.35;HandLeft;0.054;-0.3644;-0.058;clap
832722;6939.35;HandRight;0.1159;-0.3687;-0.0319;clap
832722;6939.35;Head;-0.0629;0.014;0.1257;clap
832723;6939.358;HandLeft;0.0508;-0.3639;-0.0574;clap
832723;6939.358;HandRight;0.1167;-0.3684;-0.0318;clap
832723;6939.358;Head;-0.0641;0.0139;0.1251;clap
832724;6939.367;HandLeft;0.0482;-0.3617;-0.0572;clap
832724;6939.367;HandRight;0.1165;-0.3675;-0.0316;clap
832724;6939.367;Head;-0.0656;0.0136;0.125;clap
832725;6939.375;HandLeft;0.046;-0.36;-0.0578;clap
832725;6939.375;HandRight;0.116;-0.3659;-0.0313;clap
832725;6939.375;Head;-0.0667;0.0136;0.1248;clap
832726;6939.383;HandLeft;0.0445;-0.3589;-0.059;clap
832726;6939.383;HandRight;0.1155;-0.3641;-0.0319;clap
832726;6939.383;Head;-0.0679;0.0136;0.1243;clap
832727;6939.392;HandLeft;0.0453;-0.3584;-0.0605;clap
832727;6939.392;HandRight;0.1158;-0.3624;-0.033;clap
832727;6939.392;Head;-0.069;0.0137;0.124;clap
832728;6939.4;HandLeft;0.0463;-0.3579;-0.0614;clap
832728;6939.4;HandRight;0.1172;-0.3616;-0.0336;clap
832728;6939.4;Head;-0.0699;0.014;0.1238;clap
832729;6939.408;HandLeft;0.0463;-0.3577;-0.0629;clap
832729;6939.408;HandRight;0.1185;-0.3612;-0.0343;clap
832729;6939.408;Head;-0.0708;0.0144;0.1236;clap
832730;6939.417;HandLeft;0.0439;-0.3566;-0.0655;clap
832730;6939.417;HandRight;0.1204;-0.3611;-0.0348;clap
832730;6939.417;Head;-0.0719;0.0143;0.1232;clap
832731;6939.425;HandLeft;0.0382;-0.3547;-0.0681;clap
832731;6939.425;HandRight;0.1227;-0.3611;-0.0351;clap
832731;6939.425;Head;-0.073;0.0143;0.1229;clap
832732;6939.433;HandLeft;0.0309;-0.3524;-0.0704;clap
832732;6939.433;HandRight;0.1255;-0.3613;-0.0356;clap
832732;6939.433;Head;-0.0737;0.0147;0.1229;clap
832733;6939.442;HandLeft;0.0228;-0.3504;-0.0729;clap
832733;6939.442;HandRight;0.1284;-0.3616;-0.0361;clap
832733;6939.442;Head;-0.0748;0.0146;0.122;clap
832734;6939.45;HandLeft;0.0155;-0.3496;-0.0745;clap
832734;6939.45;HandRight;0.1305;-0.3624;-0.0367;clap
832734;6939.45;Head;-0.0756;0.0146;0.1216;clap
832735;6939.458;HandLeft;0.01;-0.3493;-0.0761;clap
832735;6939.458;HandRight;0.1331;-0.3627;-0.0372;clap
832735;6939.458;Head;-0.0764;0.0146;0.1216;clap
832736;6939.467;HandLeft;0.0054;-0.349;-0.0783;clap
832736;6939.467;HandRight;0.1357;-0.363;-0.0375;clap
832736;6939.467;Head;-0.0771;0.0147;0.1214;clap
832737;6939.475;HandLeft;0.0014;-0.3484;-0.0805;clap
832737;6939.475;HandRight;0.1379;-0.3632;-0.0381;clap
832737;6939.475;Head;-0.0779;0.0145;0.1208;clap
832738;6939.483;HandLeft;-0.0022;-0.348;-0.0827;clap
832738;6939.483;HandRight;0.1402;-0.3634;-0.0388;clap
832738;6939.483;Head;-0.0786;0.0146;0.1206;clap
832739;6939.492;HandLeft;-0.0051;-0.3481;-0.0851;clap
832739;6939.492;HandRight;0.1424;-0.3637;-0.0394;clap
832739;6939.492;Head;-0.0794;0.0145;0.1205;clap
832740;6939.5;HandLeft;-0.0072;-0.3484;-0.0873;clap
832740;6939.5;HandRight;0.1445;-0.364;-0.0399;clap
832740;6939.5;Head;-0.0801;0.0145;0.1203;clap
832741;6939.508;HandLeft;-0.0087;-0.3486;-0.0896;clap
832741;6939.508;HandRight;0.1467;-0.3646;-0.0407;clap
832741;6939.508;Head;-0.0809;0.0143;0.1197;clap
832742;6939.517;HandLeft;-0.0122;-0.3486;-0.0918;clap
832742;6939.517;HandRight;0.1489;-0.3654;-0.0412;clap
832742;6939.517;Head;-0.0816;0.0142;0.1195;clap
832743;6939.525;HandLeft;-0.0171;-0.3478;-0.093;clap
832743;6939.525;HandRight;0.1507;-0.3662;-0.0419;clap
832743;6939.525;Head;-0.0823;0.0143;0.1193;clap
832744;6939.533;HandLeft;-0.0221;-0.3471;-0.0937;clap
832744;6939.533;HandRight;0.1525;-0.3671;-0.0427;clap
832744;6939.533;Head;-0.0829;0.0144;0.1192;clap
832745;6939.542;HandLeft;-0.0265;-0.3466;-0.0939;clap
832745;6939.542;HandRight;0.154;-0.3681;-0.0434;clap
832745;6939.542;Head;-0.0835;0.0145;0.1191;clap
832746;6939.55;HandLeft;-0.0304;-0.3464;-0.0938;clap
832746;6939.55;HandRight;0.1549;-0.3691;-0.0441;clap
832746;6939.55;Head;-0.0843;0.0144;0.1185;clap
832747;6939.558;HandLeft;-0.0337;-0.3463;-0.0942;clap
832747;6939.558;HandRight;0.1554;-0.3699;-0.0449;clap
832747;6939.558;Head;-0.085;0.0143;0.1182;clap
832748;6939.567;HandLeft;-0.0357;-0.3466;-0.0937;clap
832748;6939.567;HandRight;0.1552;-0.371;-0.0457;clap
832748;6939.567;Head;-0.0856;0.0144;0.1181;clap
832749;6939.575;HandLeft;-0.0366;-0.3472;-0.0928;clap
832749;6939.575;HandRight;0.1543;-0.3718;-0.0464;clap
832749;6939.575;Head;-0.0861;0.0145;0.118;clap
832750;6939.583;HandLeft;-0.0359;-0.3479;-0.0917;clap
832750;6939.583;HandRight;0.1525;-0.3726;-0.0474;clap
832750;6939.583;Head;-0.0867;0.0144;0.1179;clap
832751;6939.592;HandLeft;-0.034;-0.3486;-0.0907;clap
832751;6939.592;HandRight;0.1501;-0.3732;-0.0484;clap
832751;6939.592;Head;-0.0876;0.0142;0.1173;clap
832752;6939.6;HandLeft;-0.0307;-0.3493;-0.0895;clap
832752;6939.6;HandRight;0.1472;-0.3736;-0.0493;clap
832752;6939.6;Head;-0.0885;0.0138;0.117;clap
832753;6939.608;HandLeft;-0.0259;-0.3503;-0.088;clap
832753;6939.608;HandRight;0.1434;-0.3738;-0.0499;clap
832753;6939.608;Head;-0.0891;0.0138;0.1169;clap
832754;6939.617;HandLeft;-0.0201;-0.3516;-0.0861;clap
832754;6939.617;HandRight;0.1386;-0.3738;-0.0506;clap
832754;6939.617;Head;-0.0897;0.0138;0.1168;clap
832755;6939.625;HandLeft;-0.0137;-0.3531;-0.0841;clap
832755;6939.625;HandRight;0.133;-0.3736;-0.051;clap
832755;6939.625;Head;-0.0904;0.0138;0.1167;clap
832756;6939.633;HandLeft;-0.0065;-0.3549;-0.0818;clap
832756;6939.633;HandRight;0.1269;-0.3732;-0.0511;clap
832756;6939.633;Head;-0.0913;0.0136;0.1161;clap
832757;6939.642;HandLeft;0.0011;-0.3572;-0.0794;clap
832757;6939.642;HandRight;0.1203;-0.3728;-0.0509;clap
832757;6939.642;Head;-0.0924;0.0132;0.116;clap
832758;6939.65;HandLeft;0.0104;-0.3597;-0.0757;clap
832758;6939.65;HandRight;0.1143;-0.3721;-0.05;clap
832758;6939.65;Head;-0.0928;0.0133;0.1159;clap
832759;6939.658;HandLeft;0.0195;-0.3632;-0.0726;clap
832759;6939.658;HandRight;0.1075;-0.3718;-0.0492;clap
832759;6939.658;Head;-0.0936;0.0133;0.1157;clap
832760;6939.667;HandLeft;0.03;-0.3667;-0.0702;clap
832760;6939.667;HandRight;0.1001;-0.3716;-0.0485;clap
832760;6939.667;Head;-0.0944;0.0131;0.1151;clap
832761;6939.675;HandLeft;0.039;-0.3706;-0.0683;clap
832761;6939.675;HandRight;0.0941;-0.3722;-0.0483;clap
832761;6939.675;Head;-0.0952;0.0129;0.1149;clap
832762;6939.683;HandLeft;0.0344;-0.3736;-0.0714;clap
832762;6939.683;HandRight;0.0932;-0.3759;-0.0483;clap
832762;6939.683;Head;-0.0958;0.0128;0.1149;clap
832763;6939.692;HandLeft;0.0308;-0.3751;-0.0705;clap
832763;6939.692;HandRight;0.0955;-0.3782;-0.0491;clap
832763;6939.692;Head;-0.0966;0.0127;0.1146;clap
832764;6939.7;HandLeft;0.0282;-0.3764;-0.07;clap
832764;6939.7;HandRight;0.0974;-0.3789;-0.0489;clap
832764;6939.7;Head;-0.0973;0.0125;0.1143;clap
832765;6939.708;HandLeft;0.0273;-0.3769;-0.07;clap
832765;6939.708;HandRight;0.0967;-0.3796;-0.0499;clap
832765;6939.708;Head;-0.0982;0.0121;0.1138;clap
832766;6939.717;HandLeft;0.0268;-0.3782;-0.07;clap
832766;6939.717;HandRight;0.0962;-0.3796;-0.0505;clap
832766;6939.717;Head;-0.099;0.0118;0.1135;clap
832767;6939.725;HandLeft;0.0272;-0.3802;-0.0726;clap
832767;6939.725;HandRight;0.0958;-0.3797;-0.0519;clap
832767;6939.725;Head;-0.0998;0.0117;0.1132;clap
832768;6939.733;HandLeft;0.0281;-0.3846;-0.0756;clap
832768;6939.733;HandRight;0.0962;-0.3816;-0.054;clap
832768;6939.733;Head;-0.1007;0.0115;0.1124;clap
832769;6939.742;HandLeft;0.0328;-0.3877;-0.0786;clap
832769;6939.742;HandRight;0.0966;-0.3849;-0.0574;clap
832769;6939.742;Head;-0.1015;0.0113;0.1121;clap
832770;6939.75;HandLeft;0.0355;-0.3916;-0.0805;clap
832770;6939.75;HandRight;0.0973;-0.3879;-0.0607;clap
832770;6939.75;Head;-0.1024;0.0113;0.1116;clap
832771;6939.758;HandLeft;0.0351;-0.3955;-0.0837;clap
832771;6939.758;HandRight;0.0978;-0.3914;-0.0639;clap
832771;6939.758;Head;-0.1034;0.0108;0.1109;clap
832772;6939.767;HandLeft;0.0337;-0.3994;-0.0871;clap
832772;6939.767;HandRight;0.0986;-0.3953;-0.0672;clap
832772;6939.767;Head;-0.1044;0.0107;0.1104;clap
832773;6939.775;HandLeft;0.0307;-0.4033;-0.091;clap
832773;6939.775;HandRight;0.0995;-0.3992;-0.0707;clap
832773;6939.775;Head;-0.1052;0.0107;0.11;clap
832774;6939.783;HandLeft;0.0272;-0.407;-0.094;clap
832774;6939.783;HandRight;0.1009;-0.4033;-0.0737;clap
832774;6939.783;Head;-0.1065;0.01;0.1092;clap
832775;6939.792;HandLeft;0.0245;-0.4107;-0.0967;clap
832775;6939.792;HandRight;0.1021;-0.4083;-0.077;clap
832775;6939.792;Head;-0.1075;0.0094;0.1086;clap
832776;6939.8;HandLeft;0.0218;-0.4152;-0.0992;clap
832776;6939.8;HandRight;0.1033;-0.4132;-0.08;clap
832776;6939.8;Head;-0.1088;0.0086;0.1077;clap
832777;6939.808;HandLeft;0.0199;-0.4207;-0.1021;clap
832777;6939.808;HandRight;0.1045;-0.4179;-0.0827;clap
832777;6939.808;Head;-0.11;0.008;0.1071;clap
832778;6939.817;HandLeft;0.0184;-0.4272;-0.1052;clap
832778;6939.817;HandRight;0.1057;-0.4225;-0.0855;clap
832778;6939.817;Head;-0.111;0.0074;0.106;clap
832779;6939.825;HandLeft;0.0171;-0.4342;-0.108;clap
832779;6939.825;HandRight;0.1068;-0.4275;-0.0877;clap
832779;6939.825;Head;-0.1123;0.0065;0.1053;clap
832780;6939.833;HandLeft;0.0163;-0.4419;-0.1102;clap
832780;6939.833;HandRight;0.1078;-0.4328;-0.09;clap
832780;6939.833;Head;-0.1135;0.0057;0.1041;clap
832781;6939.842;HandLeft;0.0137;-0.4488;-0.1132;clap
832781;6939.842;HandRight;0.1091;-0.438;-0.0919;clap
832781;6939.842;Head;-0.1147;0.005;0.1035;clap
832782;6939.85;HandLeft;0.0095;-0.4552;-0.1168;clap
832782;6939.85;HandRight;0.1104;-0.4435;-0.0937;clap
832782;6939.85;Head;-0.1159;0.0044;0.1032;clap
832783;6939.858;HandLeft;0.0048;-0.4621;-0.12;clap
832783;6939.858;HandRight;0.112;-0.4496;-0.0954;clap
832783;6939.858;Head;-0.117;0.004;0.1027;clap
832784;6939.867;HandLeft;0.0004;-0.4694;-0.1228;clap
832784;6939.867;HandRight;0.1134;-0.4557;-0.0971;clap
832784;6939.867;Head;-0.1182;0.0037;0.102;clap
832785;6939.875;HandLeft;-0.0042;-0.477;-0.1252;clap
832785;6939.875;HandRight;0.115;-0.4623;-0.0988;clap
832785;6939.875;Head;-0.1197;0.0029;0.1012;clap
832786;6939.883;HandLeft;-0.0084;-0.4849;-0.1276;clap
832786;6939.883;HandRight;0.1169;-0.4689;-0.1004;clap
832786;6939.883;Head;-0.1209;0.0024;0.1004;clap
832787;6939.892;HandLeft;-0.0123;-0.4926;-0.1304;clap
832787;6939.892;HandRight;0.1187;-0.4759;-0.1019;clap
832787;6939.892;Head;-0.1222;0.0018;0.0997;clap
832788;6939.9;HandLeft;-0.0164;-0.5015;-0.1327;clap
832788;6939.9;HandRight;0.1205;-0.4834;-0.1036;clap
832788;6939.9;Head;-0.1236;0.0012;0.0995;clap
832789;6939.908;HandLeft;-0.0203;-0.5106;-0.1351;clap
832789;6939.908;HandRight;0.1222;-0.4911;-0.1056;clap
832789;6939.908;Head;-0.1251;0.0006;0.0988;clap
832790;6939.917;HandLeft;-0.024;-0.5204;-0.1373;clap
832790;6939.917;HandRight;0.1239;-0.4992;-0.1074;clap
832790;6939.917;Head;-0.1265;-0.0001;0.0981;clap
832791;6939.925;HandLeft;-0.0273;-0.5304;-0.1387;clap
832791;6939.925;HandRight;0.1255;-0.5077;-0.1094;clap
832791;6939.925;Head;-0.1278;-0.0004;0.0972;clap
832792;6939.933;HandLeft;-0.0305;-0.5411;-0.1403;clap
832792;6939.933;HandRight;0.1272;-0.517;-0.1113;clap
832792;6939.933;Head;-0.1293;-0.0011;0.0965;clap
832793;6939.942;HandLeft;-0.0338;-0.5524;-0.1419;clap
832793;6939.942;HandRight;0.1292;-0.5265;-0.1129;clap
832793;6939.942;Head;-0.1309;-0.0016;0.0962;clap
832794;6939.95;HandLeft;-0.0361;-0.5646;-0.1424;clap
832794;6939.95;HandRight;0.1312;-0.5362;-0.1145;clap
832794;6939.95;Head;-0.1322;-0.0023;0.0956;clap
832795;6939.958;HandLeft;-0.0397;-0.577;-0.1434;clap
832795;6939.958;HandRight;0.1339;-0.5466;-0.1155;clap
832795;6939.958;Head;-0.1338;-0.0027;0.095;clap
832796;6939.967;HandLeft;-0.0437;-0.5902;-0.1443;clap
832796;6939.967;HandRight;0.1367;-0.5575;-0.1167;clap
832796;6939.967;Head;-0.1353;-0.0033;0.0944;clap
832797;6939.975;HandLeft;-0.0476;-0.6036;-0.1447;clap
832797;6939.975;HandRight;0.1397;-0.5686;-0.1176;clap
832797;6939.975;Head;-0.1369;-0.0039;0.0943;clap
832798;6939.983;HandLeft;-0.0522;-0.6176;-0.1446;clap
832798;6939.983;HandRight;0.1431;-0.5803;-0.1181;clap
832798;6939.983;Head;-0.1384;-0.0043;0.0936;clap
832799;6939.992;HandLeft;-0.0571;-0.6315;-0.1443;clap
832799;6939.992;HandRight;0.1469;-0.592;-0.1184;clap
832799;6939.992;Head;-0.14;-0.0049;0.0929;clap
832800;6940.0;HandLeft;-0.0625;-0.6457;-0.1436;clap
832800;6940.0;HandRight;0.1503;-0.6041;-0.1187;clap
832800;6940.0;Head;-0.1416;-0.0053;0.0928;clap
832801;6940.008;HandLeft;-0.068;-0.6597;-0.1427;clap
832801;6940.008;HandRight;0.1535;-0.6169;-0.1189;clap
832801;6940.008;Head;-0.1433;-0.0059;0.0926;clap
832802;6940.017;HandLeft;-0.0741;-0.674;-0.1412;clap
832802;6940.017;HandRight;0.1567;-0.6301;-0.1191;clap
832802;6940.017;Head;-0.1449;-0.0063;0.092;clap
832803;6940.025;HandLeft;-0.0805;-0.6883;-0.1393;clap
832803;6940.025;HandRight;0.1606;-0.6434;-0.1185;clap
832803;6940.025;Head;-0.1466;-0.0067;0.0919;clap
832804;6940.033;HandLeft;-0.0869;-0.7027;-0.1371;clap
832804;6940.033;HandRight;0.1646;-0.6566;-0.1173;clap
832804;6940.033;Head;-0.1484;-0.0073;0.0917;clap
832805;6940.042;HandLeft;-0.0934;-0.7169;-0.1347;clap
832805;6940.042;HandRight;0.1688;-0.6698;-0.1156;clap
832805;6940.042;Head;-0.1502;-0.0079;0.0914;clap
832806;6940.05;HandLeft;-0.101;-0.7312;-0.132;clap
832806;6940.05;HandRight;0.1734;-0.6826;-0.1135;clap
832806;6940.05;Head;-0.152;-0.0082;0.0914;clap
832807;6940.058;HandLeft;-0.1096;-0.7446;-0.1286;clap
832807;6940.058;HandRight;0.1785;-0.6955;-0.1102;clap
832807;6940.058;Head;-0.1536;-0.0086;0.0909;clap
832808;6940.067;HandLeft;-0.1174;-0.7582;-0.1246;clap
832808;6940.067;HandRight;0.1836;-0.7084;-0.1062;clap
832808;6940.067;Head;-0.1555;-0.009;0.0911;clap
832809;6940.075;HandLeft;-0.1253;-0.7711;-0.1205;clap
832809;6940.075;HandRight;0.1887;-0.7211;-0.102;clap
832809;6940.075;Head;-0.1571;-0.0093;0.0909;clap
832810;6940.083;HandLeft;-0.1339;-0.7845;-0.1157;clap
832810;6940.083;HandRight;0.1933;-0.7338;-0.0975;clap
832810;6940.083;Head;-0.1591;-0.0099;0.091;clap
832811;6940.092;HandLeft;-0.1424;-0.7969;-0.1109;clap
832811;6940.092;HandRight;0.1977;-0.7464;-0.0926;clap
832811;6940.092;Head;-0.1608;-0.0101;0.0907;clap
832812;6940.1;HandLeft;-0.1511;-0.8092;-0.1058;clap
832812;6940.1;HandRight;0.2022;-0.759;-0.0875;clap
832812;6940.1;Head;-0.1625;-0.0104;0.0908;clap
832813;6940.108;HandLeft;-0.16;-0.8212;-0.1004;clap
832813;6940.108;HandRight;0.2065;-0.7716;-0.0823;clap
832813;6940.108;Head;-0.1644;-0.0109;0.0908;clap
832814;6940.117;HandLeft;-0.169;-0.833;-0.0946;clap
832814;6940.117;HandRight;0.2107;-0.7841;-0.077;clap
832814;6940.117;Head;-0.1662;-0.0112;0.0904;clap
832815;6940.125;HandLeft;-0.1779;-0.8446;-0.0881;clap
832815;6940.125;HandRight;0.2147;-0.7966;-0.0714;clap
832815;6940.125;Head;-0.168;-0.0115;0.0906;clap
832816;6940.133;HandLeft;-0.1867;-0.8559;-0.0814;clap
832816;6940.133;HandRight;0.2188;-0.8088;-0.065;clap
832816;6940.133;Head;-0.1699;-0.0119;0.0907;clap
832817;6940.142;HandLeft;-0.1955;-0.8668;-0.074;clap
832817;6940.142;HandRight;0.2228;-0.8206;-0.0582;clap
832817;6940.142;Head;-0.1717;-0.0123;0.0908;clap
832818;6940.15;HandLeft;-0.204;-0.8774;-0.0663;clap
832818;6940.15;HandRight;0.2267;-0.832;-0.0509;clap
832818;6940.15;Head;-0.1734;-0.0125;0.0906;clap
832819;6940.158;HandLeft;-0.2127;-0.8876;-0.0581;clap
832819;6940.158;HandRight;0.2305;-0.8431;-0.0431;clap
832819;6940.158;Head;-0.1753;-0.0128;0.0908;clap
832820;6940.167;HandLeft;-0.2213;-0.8974;-0.0497;clap
832820;6940.167;HandRight;0.2341;-0.8536;-0.0353;clap
832820;6940.167;Head;-0.1772;-0.0132;0.0909;clap
832821;6940.175;HandLeft;-0.2299;-0.9068;-0.0407;clap
832821;6940.175;HandRight;0.2375;-0.864;-0.0272;clap
832821;6940.175;Head;-0.179;-0.0136;0.091;clap
832822;6940.183;HandLeft;-0.2384;-0.9158;-0.0314;clap
832822;6940.183;HandRight;0.2407;-0.8737;-0.0185;clap
832822;6940.183;Head;-0.1806;-0.0137;0.0908;clap
832823;6940.192;HandLeft;-0.2467;-0.9241;-0.022;clap
832823;6940.192;HandRight;0.2437;-0.8831;-0.0095;clap
832823;6940.192;Head;-0.1824;-0.0139;0.0908;clap
832824;6940.2;HandLeft;-0.2545;-0.9319;-0.0123;clap
832824;6940.2;HandRight;0.2463;-0.8921;-0.0001;clap
832824;6940.2;Head;-0.1842;-0.0142;0.0908;clap
832825;6940.208;HandLeft;-0.262;-0.939;-0.0028;clap
832825;6940.208;HandRight;0.2487;-0.9008;0.0092;clap
832825;6940.208;Head;-0.1858;-0.0144;0.0905;clap
832826;6940.217;HandLeft;-0.2699;-0.9453;0.0064;clap
832826;6940.217;HandRight;0.2506;-0.9087;0.0192;clap
832826;6940.217;Head;-0.1875;-0.0146;0.0907;clap
832827;6940.225;HandLeft;-0.2783;-0.9504;0.0153;clap
832827;6940.225;HandRight;0.2524;-0.9162;0.0287;clap
832827;6940.225;Head;-0.1893;-0.0148;0.0907;clap
832828;6940.233;HandLeft;-0.2863;-0.9551;0.0239;clap
832828;6940.233;HandRight;0.2539;-0.9227;0.0389;clap
832828;6940.233;Head;-0.191;-0.0151;0.0908;clap
832829;6940.242;HandLeft;-0.2927;-0.9597;0.033;clap
832829;6940.242;HandRight;0.2552;-0.9284;0.049;clap
832829;6940.242;Head;-0.1926;-0.0152;0.0903;clap
832830;6940.25;HandLeft;-0.2997;-0.9634;0.0412;clap
832830;6940.25;HandRight;0.2565;-0.933;0.059;clap
832830;6940.25;Head;-0.1942;-0.0152;0.0899;clap
832831;6940.258;HandLeft;-0.3064;-0.9665;0.0488;clap
832831;6940.258;HandRight;0.2574;-0.9366;0.0685;clap
832831;6940.258;Head;-0.196;-0.0154;0.0901;clap
832832;6940.267;HandLeft;-0.3122;-0.9692;0.0565;clap
832832;6940.267;HandRight;0.2582;-0.9399;0.077;clap
832832;6940.267;Head;-0.1975;-0.0155;0.0899;clap
832833;6940.275;HandLeft;-0.3186;-0.9714;0.0632;clap
832833;6940.275;HandRight;0.2589;-0.942;0.0853;clap
832833;6940.275;Head;-0.1993;-0.0158;0.0896;clap
832834;6940.283;HandLeft;-0.3251;-0.973;0.0695;clap
832834;6940.283;HandRight;0.2594;-0.9437;0.0927;clap
832834;6940.283;Head;-0.2009;-0.0157;0.0894;clap
832835;6940.292;HandLeft;-0.331;-0.9741;0.0752;clap
832835;6940.292;HandRight;0.2599;-0.9449;0.0994;clap
832835;6940.292;Head;-0.2024;-0.0158;0.0891;clap
832836;6940.3;HandLeft;-0.3362;-0.9755;0.0801;clap
832836;6940.3;HandRight;0.2603;-0.9454;0.1054;clap
832836;6940.3;Head;-0.204;-0.0159;0.0888;clap
832837;6940.308;HandLeft;-0.3404;-0.9763;0.0847;clap
832837;6940.308;HandRight;0.2603;-0.9457;0.1106;clap
832837;6940.308;Head;-0.2056;-0.0162;0.0888;clap
832838;6940.317;HandLeft;-0.3449;-0.9772;0.0888;clap
832838;6940.317;HandRight;0.2602;-0.9457;0.1149;clap
832838;6940.317;Head;-0.207;-0.0162;0.088;clap
832839;6940.325;HandLeft;-0.3488;-0.9776;0.0928;clap
832839;6940.325;HandRight;0.2599;-0.9453;0.1187;clap
832839;6940.325;Head;-0.2083;-0.0163;0.0876;clap
832840;6940.333;HandLeft;-0.3523;-0.9782;0.0971;clap
832840;6940.333;HandRight;0.2595;-0.9448;0.1217;clap
832840;6940.333;Head;-0.2099;-0.0164;0.0875;clap
832841;6940.342;HandLeft;-0.3554;-0.9784;0.1009;clap
832841;6940.342;HandRight;0.259;-0.944;0.1244;clap
832841;6940.342;Head;-0.2112;-0.0167;0.0874;clap
832842;6940.35;HandLeft;-0.3581;-0.9781;0.1043;clap
832842;6940.35;HandRight;0.2582;-0.943;0.1266;clap
832842;6940.35;Head;-0.2125;-0.0167;0.0868;clap
832843;6940.358;HandLeft;-0.3599;-0.9787;0.1069;clap
832843;6940.358;HandRight;0.2574;-0.9419;0.1283;clap
832843;6940.358;Head;-0.2138;-0.0168;0.0862;clap
832844;6940.367;HandLeft;-0.3618;-0.9791;0.1095;clap
832844;6940.367;HandRight;0.2564;-0.9406;0.1296;clap
832844;6940.367;Head;-0.215;-0.017;0.086;clap
832845;6940.375;HandLeft;-0.3635;-0.9793;0.1119;clap
832845;6940.375;HandRight;0.2554;-0.9393;0.1304;clap
832845;6940.375;Head;-0.2163;-0.0173;0.086;clap
