Frame Number;Timestamp;Rigid Body Name;Relative X;Relative Y;Relative Z;Gesture
783240;6527.0;HandRight;-0.0619;-0.3551;-0.0139;clap
783240;6527.0;Head;-0.1697;0.0211;0.1471;clap
783241;6527.008;HandLeft;-0.2732;-0.3496;-0.0474;clap
783241;6527.008;HandRight;-0.0558;-0.3548;-0.0146;clap
783241;6527.008;Head;-0.1686;0.0208;0.1466;clap
783242;6527.017;HandLeft;-0.2762;-0.3474;-0.0474;clap
783242;6527.017;HandRight;-0.0499;-0.3545;-0.0156;clap
783242;6527.017;Head;-0.1635;0.0226;0.1454;clap
783243;6527.025;HandLeft;-0.279;-0.3453;-0.0473;clap
783243;6527.025;HandRight;-0.0445;-0.3548;-0.0166;clap
783243;6527.025;Head;-0.1624;0.0216;0.1456;clap
783244;6527.033;HandLeft;-0.282;-0.3433;-0.0472;clap
783244;6527.033;HandRight;-0.0392;-0.3546;-0.0175;clap
783244;6527.033;Head;-0.1614;0.0214;0.1442;clap
783245;6527.042;HandLeft;-0.2847;-0.3415;-0.047;clap
783245;6527.042;HandRight;-0.0341;-0.3547;-0.0185;clap
783245;6527.042;Head;-0.1585;0.0215;0.1446;clap
783246;6527.05;HandLeft;-0.2871;-0.3397;-0.0467;clap
783246;6527.05;HandRight;-0.0293;-0.3548;-0.0193;clap
783246;6527.05;Head;-0.156;0.0216;0.1441;clap
783247;6527.058;HandLeft;-0.2886;-0.3383;-0.0463;clap
783247;6527.058;HandRight;-0.025;-0.3548;-0.0198;clap
783247;6527.058;Head;-0.1536;0.0216;0.1431;clap
783248;6527.067;HandLeft;-0.2893;-0.337;-0.0461;clap
783248;6527.067;HandRight;-0.0211;-0.355;-0.0205;clap
783248;6527.067;Head;-0.1511;0.0216;0.1427;clap
783249;6527.075;HandLeft;-0.2893;-0.3361;-0.0456;clap
783249;6527.075;HandRight;-0.0175;-0.355;-0.0211;clap
783249;6527.075;Head;-0.1484;0.0214;0.1422;clap
783250;6527.083;HandLeft;-0.289;-0.3354;-0.0456;clap
783250;6527.083;HandRight;-0.0143;-0.3552;-0.0217;clap
783250;6527.083;Head;-0.1457;0.0213;0.1415;clap
783251;6527.092;HandLeft;-0.2883;-0.335;-0.0453;clap
783251;6527.092;HandRight;-0.0117;-0.3555;-0.0221;clap
783251;6527.092;Head;-0.143;0.0212;0.1412;clap
783252;6527.1;HandLeft;-0.2871;-0.3346;-0.0451;clap
783252;6527.1;HandRight;-0.0095;-0.3558;-0.0226;clap
783252;6527.1;Head;-0.1401;0.021;0.1407;clap
783253;6527.108;HandLeft;-0.2851;-0.3346;-0.0441;clap
783253;6527.108;HandRight;-0.0077;-0.3561;-0.0228;clap
783253;6527.108;Head;-0.1374;0.0207;0.14;clap
783254;6527.117;HandLeft;-0.2824;-0.3345;-0.0433;clap
783254;6527.117;HandRight;-0.0067;-0.3561;-0.0233;clap
783254;6527.117;Head;-0.1343;0.0204;0.1396;clap
783255;6527.125;HandLeft;-0.279;-0.3345;-0.0427;clap
783255;6527.125;HandRight;-0.0063;-0.3562;-0.0236;clap
783255;6527.125;Head;-0.1314;0.0204;0.1391;clap
783256;6527.133;HandLeft;-0.2748;-0.3346;-0.0421;clap
783256;6527.133;HandRight;-0.006;-0.3559;-0.0236;clap
783256;6527.133;Head;-0.1286;0.02;0.1384;clap
783257;6527.142;HandLeft;-0.2699;-0.3349;-0.0412;clap
783257;6527.142;HandRight;-0.0072;-0.3555;-0.0241;clap
783257;6527.142;Head;-0.126;0.0195;0.1378;clap
783258;6527.15;HandLeft;-0.2642;-0.3354;-0.0401;clap
783258;6527.15;HandRight;-0.0098;-0.3562;-0.0254;clap
783258;6527.15;Head;-0.1229;0.0192;0.1377;clap
783259;6527.158;HandLeft;-0.258;-0.3362;-0.0392;clap
783259;6527.158;HandRight;-0.0124;-0.3563;-0.0264;clap
783259;6527.158;Head;-0.1202;0.0191;0.1367;clap
783260;6527.167;HandLeft;-0.2514;-0.337;-0.0383;clap
783260;6527.167;HandRight;-0.0153;-0.3561;-0.027;clap
783260;6527.167;Head;-0.1171;0.0188;0.1363;clap
783261;6527.175;HandLeft;-0.2441;-0.3383;-0.0374;clap
783261;6527.175;HandRight;-0.0188;-0.3557;-0.0277;clap
783261;6527.175;Head;-0.1144;0.0185;0.1356;clap
783262;6527.183;HandLeft;-0.2362;-0.3396;-0.0364;clap
783262;6527.183;HandRight;-0.0225;-0.3556;-0.0281;clap
783262;6527.183;Head;-0.1115;0.0181;0.1352;clap
783263;6527.192;HandLeft;-0.228;-0.3411;-0.0356;clap
783263;6527.192;HandRight;-0.0266;-0.3554;-0.0283;clap
783263;6527.192;Head;-0.1088;0.018;0.1347;clap
783264;6527.2;HandLeft;-0.2191;-0.3428;-0.0348;clap
783264;6527.2;HandRight;-0.031;-0.3552;-0.0285;clap
783264;6527.2;Head;-0.1058;0.0175;0.1347;clap
783265;6527.208;HandLeft;-0.21;-0.3448;-0.0341;clap
783265;6527.208;HandRight;-0.0353;-0.3551;-0.0284;clap
783265;6527.208;Head;-0.1029;0.0174;0.1336;clap
783266;6527.217;HandLeft;-0.2004;-0.3472;-0.0336;clap
783266;6527.217;HandRight;-0.04;-0.3553;-0.0283;clap
783266;6527.217;Head;-0.1002;0.0169;0.1329;clap
783267;6527.225;HandLeft;-0.1908;-0.3494;-0.0328;clap
783267;6527.225;HandRight;-0.0444;-0.3551;-0.028;clap
783267;6527.225;Head;-0.0976;0.0165;0.1323;clap
783268;6527.233;HandLeft;-0.1812;-0.3518;-0.0318;clap
783268;6527.233;HandRight;-0.0486;-0.3551;-0.0273;clap
783268;6527.233;Head;-0.0948;0.0162;0.1324;clap
783269;6527.242;HandLeft;-0.1694;-0.3555;-0.0301;clap
783269;6527.242;HandRight;-0.0523;-0.3552;-0.0263;clap
783269;6527.242;Head;-0.0921;0.0159;0.1311;clap
783270;6527.25;HandLeft;-0.1575;-0.3597;-0.0284;clap
783270;6527.25;HandRight;-0.0557;-0.355;-0.0246;clap
783270;6527.25;Head;-0.0894;0.0158;0.1302;clap
783271;6527.258;HandLeft;-0.1502;-0.3645;-0.0288;clap
783271;6527.258;HandRight;-0.0583;-0.3562;-0.0236;clap
783271;6527.258;Head;-0.0869;0.0153;0.1298;clap
783272;6527.267;HandLeft;-0.1547;-0.3676;-0.0309;clap
783272;6527.267;HandRight;-0.0564;-0.3562;-0.0247;clap
783272;6527.267;Head;-0.0842;0.0149;0.1293;clap
783273;6527.275;HandLeft;-0.1601;-0.3701;-0.0316;clap
783273;6527.275;HandRight;-0.0534;-0.355;-0.0243;clap
783273;6527.275;Head;-0.0814;0.0146;0.1293;clap
783274;6527.283;HandLeft;-0.1601;-0.3705;-0.0298;clap
783274;6527.283;HandRight;-0.0515;-0.3542;-0.0229;clap
783274;6527.283;Head;-0.0788;0.0141;0.1286;clap
783275;6527.292;HandLeft;-0.158;-0.3684;-0.0279;clap
783275;6527.292;HandRight;-0.0488;-0.3533;-0.0223;clap
783275;6527.292;Head;-0.0763;0.0139;0.1273;clap
783276;6527.3;HandLeft;-0.1562;-0.3661;-0.0264;clap
783276;6527.3;HandRight;-0.0462;-0.3526;-0.0221;clap
783276;6527.3;Head;-0.0737;0.0137;0.1268;clap
783277;6527.308;HandLeft;-0.1549;-0.3628;-0.0265;clap
783277;6527.308;HandRight;-0.0431;-0.3518;-0.0221;clap
783277;6527.308;Head;-0.0711;0.0132;0.1264;clap
783278;6527.317;HandLeft;-0.1535;-0.3602;-0.027;clap
783278;6527.317;HandRight;-0.0395;-0.3508;-0.0221;clap
783278;6527.317;Head;-0.0684;0.0133;0.1254;clap
783279;6527.325;HandLeft;-0.1517;-0.3583;-0.0277;clap
783279;6527.325;HandRight;-0.0359;-0.3509;-0.0224;clap
783279;6527.325;Head;-0.0656;0.0132;0.125;clap
783280;6527.333;HandLeft;-0.1516;-0.3568;-0.029;clap
783280;6527.333;HandRight;-0.0317;-0.3507;-0.0226;clap
783280;6527.333;Head;-0.063;0.0131;0.1242;clap
783281;6527.342;HandLeft;-0.1523;-0.356;-0.0299;clap
783281;6527.342;HandRight;-0.0274;-0.35;-0.0228;clap
783281;6527.342;Head;-0.0602;0.013;0.1246;clap
783282;6527.35;HandLeft;-0.1538;-0.3554;-0.0308;clap
783282;6527.35;HandRight;-0.0234;-0.3503;-0.0236;clap
783282;6527.35;Head;-0.0576;0.013;0.1235;clap
783283;6527.358;HandLeft;-0.156;-0.3549;-0.0319;clap
783283;6527.358;HandRight;-0.0193;-0.3506;-0.0241;clap
783283;6527.358;Head;-0.0553;0.013;0.1219;clap
783284;6527.367;HandLeft;-0.1588;-0.3545;-0.0336;clap
783284;6527.367;HandRight;-0.014;-0.3508;-0.0246;clap
783284;6527.367;Head;-0.0527;0.0128;0.1215;clap
783285;6527.375;HandLeft;-0.1617;-0.3542;-0.0344;clap
783285;6527.375;HandRight;-0.0084;-0.3509;-0.025;clap
783285;6527.375;Head;-0.0503;0.0126;0.1212;clap
783286;6527.383;HandLeft;-0.1644;-0.354;-0.0355;clap
783286;6527.383;HandRight;-0.0026;-0.3509;-0.0256;clap
783286;6527.383;Head;-0.0479;0.0123;0.1202;clap
783287;6527.392;HandLeft;-0.1666;-0.3538;-0.0364;clap
783287;6527.392;HandRight;0.0036;-0.3511;-0.0263;clap
783287;6527.392;Head;-0.045;0.0124;0.1199;clap
783288;6527.4;HandLeft;-0.1679;-0.3535;-0.0373;clap
783288;6527.4;HandRight;0.0095;-0.3511;-0.0272;clap
783288;6527.4;Head;-0.0421;0.0121;0.1198;clap
783289;6527.408;HandLeft;-0.1694;-0.3525;-0.038;clap
783289;6527.408;HandRight;0.0155;-0.3511;-0.0281;clap
783289;6527.408;Head;-0.0383;0.0122;0.1189;clap
783290;6527.417;HandLeft;-0.1711;-0.3511;-0.0385;clap
783290;6527.417;HandRight;0.0213;-0.351;-0.0288;clap
783290;6527.417;Head;-0.0382;0.0117;0.1177;clap
783291;6527.425;HandLeft;-0.173;-0.3499;-0.039;clap
783291;6527.425;HandRight;0.0273;-0.351;-0.0298;clap
783291;6527.425;Head;-0.036;0.0116;0.1165;clap
783292;6527.433;HandLeft;-0.175;-0.3484;-0.0388;clap
783292;6527.433;HandRight;0.0332;-0.3513;-0.0307;clap
783292;6527.433;Head;-0.0317;0.0119;0.1164;clap
783293;6527.442;HandLeft;-0.1776;-0.3467;-0.0385;clap
783293;6527.442;HandRight;0.0391;-0.3517;-0.0318;clap
783293;6527.442;Head;-0.0298;0.0116;0.1159;clap
783294;6527.45;HandLeft;-0.1802;-0.3453;-0.0377;clap
783294;6527.45;HandRight;0.0447;-0.3523;-0.033;clap
783294;6527.45;Head;-0.0288;0.0112;0.1156;clap
783295;6527.458;HandLeft;-0.1831;-0.344;-0.0368;clap
783295;6527.458;HandRight;0.0504;-0.3531;-0.0342;clap
783295;6527.458;Head;-0.0261;0.0112;0.1149;clap
783296;6527.467;HandLeft;-0.1858;-0.3429;-0.0355;clap
783296;6527.467;HandRight;0.0558;-0.3539;-0.0354;clap
783296;6527.467;Head;-0.0237;0.0113;0.1136;clap
783297;6527.475;HandLeft;-0.1879;-0.3422;-0.0346;clap
783297;6527.475;HandRight;0.0608;-0.3548;-0.0364;clap
783297;6527.475;Head;-0.0221;0.011;0.1133;clap
783298;6527.483;HandLeft;-0.1891;-0.3414;-0.0335;clap
783298;6527.483;HandRight;0.0654;-0.3558;-0.0376;clap
783298;6527.483;Head;-0.0187;0.0117;0.1113;clap
783299;6527.492;HandLeft;-0.1897;-0.341;-0.0328;clap
783299;6527.492;HandRight;0.0695;-0.3568;-0.0386;clap
783299;6527.492;Head;-0.0189;0.0108;0.112;clap
783300;6527.5;HandLeft;-0.1896;-0.3407;-0.0324;clap
783300;6527.5;HandRight;0.0739;-0.3574;-0.0394;clap
783300;6527.5;Head;-0.0183;0.0105;0.1111;clap
783301;6527.508;HandLeft;-0.189;-0.3406;-0.0321;clap
783301;6527.508;HandRight;0.078;-0.3579;-0.0399;clap
783301;6527.508;Head;-0.0154;0.0106;0.1106;clap
783302;6527.517;HandLeft;-0.1878;-0.3407;-0.0315;clap
783302;6527.517;HandRight;0.0807;-0.3587;-0.0405;clap
783302;6527.517;Head;-0.0139;0.0105;0.11;clap
783303;6527.525;HandLeft;-0.1861;-0.3408;-0.031;clap
783303;6527.525;HandRight;0.0826;-0.36;-0.0405;clap
783303;6527.525;Head;-0.0131;0.0103;0.1088;clap
783304;6527.533;HandLeft;-0.1836;-0.3412;-0.0307;clap
783304;6527.533;HandRight;0.0838;-0.3606;-0.041;clap
783304;6527.533;Head;-0.0109;0.0103;0.1088;clap
783305;6527.542;HandLeft;-0.1805;-0.3416;-0.0304;clap
783305;6527.542;HandRight;0.0842;-0.3617;-0.0412;clap
783305;6527.542;Head;-0.0104;0.0098;0.1067;clap
783306;6527.55;HandLeft;-0.1766;-0.342;-0.03;clap
783306;6527.55;HandRight;0.0837;-0.3618;-0.0416;clap
783306;6527.55;Head;-0.0091;0.0098;0.1061;clap
783307;6527.558;HandLeft;-0.1719;-0.3425;-0.0296;clap
783307;6527.558;HandRight;0.0826;-0.3618;-0.0418;clap
783307;6527.558;Head;-0.0064;0.0101;0.1064;clap
783308;6527.567;HandLeft;-0.1666;-0.3431;-0.0292;clap
783308;6527.567;HandRight;0.0805;-0.3618;-0.042;clap
783308;6527.567;Head;-0.0056;0.0098;0.1054;clap
783309;6527.575;HandLeft;-0.1605;-0.3438;-0.029;clap
783309;6527.575;HandRight;0.0778;-0.3616;-0.0421;clap
783309;6527.575;Head;-0.0047;0.0094;0.1042;clap
783310;6527.583;HandLeft;-0.154;-0.3446;-0.0291;clap
783310;6527.583;HandRight;0.0743;-0.3612;-0.0421;clap
783310;6527.583;Head;-0.0029;0.0094;0.1044;clap
783311;6527.592;HandLeft;-0.1472;-0.3458;-0.0294;clap
783311;6527.592;HandRight;0.0704;-0.3608;-0.0417;clap
783311;6527.592;Head;-0.0018;0.0089;0.104;clap
783312;6527.6;HandLeft;-0.1394;-0.3472;-0.0295;clap
783312;6527.6;HandRight;0.066;-0.3604;-0.0412;clap
783312;6527.6;Head;-0.0004;0.0089;0.103;clap
783313;6527.608;HandLeft;-0.131;-0.3488;-0.0295;clap
783313;6527.608;HandRight;0.0611;-0.3599;-0.0404;clap
783313;6527.608;Head;0.0007;0.0086;0.1018;clap
783314;6527.617;HandLeft;-0.1219;-0.3506;-0.0293;clap
783314;6527.617;HandRight;0.0561;-0.3594;-0.0392;clap
783314;6527.617;Head;0.0014;0.0082;0.1001;clap
783315;6527.625;HandLeft;-0.1131;-0.3523;-0.0296;clap
783315;6527.625;HandRight;0.0508;-0.3585;-0.0382;clap
783315;6527.625;Head;0.0037;0.0084;0.1009;clap
783316;6527.633;HandLeft;-0.1042;-0.3539;-0.0297;clap
783316;6527.633;HandRight;0.0452;-0.3581;-0.0367;clap
783316;6527.633;Head;0.0038;0.0078;0.0989;clap
783317;6527.642;HandLeft;-0.0939;-0.3565;-0.0303;clap
783317;6527.642;HandRight;0.0399;-0.3575;-0.0349;clap
783317;6527.642;Head;0.0066;0.0082;0.0989;clap
783318;6527.65;HandLeft;-0.0826;-0.3595;-0.0301;clap
783318;6527.65;HandRight;0.035;-0.3563;-0.0329;clap
783318;6527.65;Head;0.0064;0.0074;0.0981;clap
783319;6527.658;HandLeft;-0.0704;-0.3629;-0.0296;clap
783319;6527.658;HandRight;0.0301;-0.3553;-0.0308;clap
783319;6527.658;Head;0.0069;0.0064;0.0965;clap
783320;6527.667;HandLeft;-0.0631;-0.3665;-0.0315;clap
783320;6527.667;HandRight;0.0278;-0.3565;-0.03;clap
783320;6527.667;Head;0.008;0.0059;0.0964;clap
783321;6527.675;HandLeft;-0.0671;-0.3685;-0.0313;clap
783321;6527.675;HandRight;0.0302;-0.3562;-0.0296;clap
783321;6527.675;Head;0.0092;0.0055;0.0959;clap
783322;6527.683;HandLeft;-0.072;-0.37;-0.0307;clap
783322;6527.683;HandRight;0.0333;-0.3546;-0.0281;clap
783322;6527.683;Head;0.0096;0.0047;0.0936;clap
783323;6527.692;HandLeft;-0.0732;-0.3692;-0.0289;clap
783323;6527.692;HandRight;0.035;-0.353;-0.0268;clap
783323;6527.692;Head;0.0109;0.0047;0.0937;clap
783324;6527.7;HandLeft;-0.0719;-0.3663;-0.0261;clap
783324;6527.7;HandRight;0.0358;-0.3525;-0.0274;clap
783324;6527.7;Head;0.0121;0.0042;0.0931;clap
783325;6527.708;HandLeft;-0.0721;-0.3633;-0.0248;clap
783325;6527.708;HandRight;0.0374;-0.3521;-0.028;clap
783325;6527.708;Head;0.0122;0.0034;0.0911;clap
783326;6527.717;HandLeft;-0.0726;-0.3608;-0.025;clap
783326;6527.717;HandRight;0.0394;-0.3509;-0.029;clap
783326;6527.717;Head;0.0128;0.0028;0.0896;clap
783327;6527.725;HandLeft;-0.0726;-0.3582;-0.0254;clap
783327;6527.725;HandRight;0.0417;-0.3504;-0.0298;clap
783327;6527.725;Head;0.0138;0.0026;0.0892;clap
783328;6527.733;HandLeft;-0.0732;-0.356;-0.0266;clap
783328;6527.733;HandRight;0.0443;-0.3504;-0.0306;clap
783328;6527.733;Head;0.0143;0.0021;0.0879;clap
783329;6527.742;HandLeft;-0.0751;-0.355;-0.0281;clap
783329;6527.742;HandRight;0.0469;-0.3507;-0.0317;clap
783329;6527.742;Head;0.0149;0.0016;0.0865;clap
783330;6527.75;HandLeft;-0.078;-0.3553;-0.029;clap
783330;6527.75;HandRight;0.0498;-0.3511;-0.0326;clap
783330;6527.75;Head;0.0158;0.0012;0.0856;clap
783331;6527.758;HandLeft;-0.0814;-0.3549;-0.0298;clap
783331;6527.758;HandRight;0.0531;-0.3523;-0.0335;clap
783331;6527.758;Head;0.0162;0.0005;0.084;clap
783332;6527.767;HandLeft;-0.086;-0.3543;-0.0306;clap
783332;6527.767;HandRight;0.0568;-0.3534;-0.0348;clap
783332;6527.767;Head;0.0176;0.0007;0.0842;clap
783333;6527.775;HandLeft;-0.0907;-0.3541;-0.0317;clap
783333;6527.775;HandRight;0.061;-0.3548;-0.0368;clap
783333;6527.775;Head;0.0176;0.0002;0.0825;clap
783334;6527.783;HandLeft;-0.0954;-0.3538;-0.0329;clap
783334;6527.783;HandRight;0.0652;-0.3562;-0.0385;clap
783334;6527.783;Head;0.0177;-0.0006;0.0802;clap
783335;6527.792;HandLeft;-0.0998;-0.3536;-0.034;clap
783335;6527.792;HandRight;0.0695;-0.3577;-0.0407;clap
783335;6527.792;Head;0.0188;-0.0008;0.0792;clap
783336;6527.8;HandLeft;-0.1037;-0.3536;-0.0347;clap
783336;6527.8;HandRight;0.0739;-0.3591;-0.0428;clap
783336;6527.8;Head;0.0185;-0.0016;0.0769;clap
783337;6527.808;HandLeft;-0.1076;-0.3528;-0.0357;clap
783337;6527.808;HandRight;0.0779;-0.3603;-0.0449;clap
783337;6527.808;Head;0.0187;-0.0021;0.0752;clap
783338;6527.817;HandLeft;-0.1115;-0.3515;-0.0364;clap
783338;6527.817;HandRight;0.0821;-0.3619;-0.047;clap
783338;6527.817;Head;0.0199;-0.002;0.0755;clap
783339;6527.825;HandLeft;-0.1158;-0.3498;-0.037;clap
783339;6527.825;HandRight;0.086;-0.3634;-0.0495;clap
783339;6527.825;Head;0.0199;-0.0025;0.0737;clap
783340;6527.833;HandLeft;-0.1202;-0.3479;-0.0373;clap
783340;6527.833;HandRight;0.0903;-0.365;-0.0521;clap
783340;6527.833;Head;0.0214;-0.0035;0.0732;clap
783341;6527.842;HandLeft;-0.1246;-0.3465;-0.0372;clap
783341;6527.842;HandRight;0.0941;-0.3666;-0.0544;clap
783341;6527.842;Head;0.0216;-0.0041;0.0725;clap
783342;6527.85;HandLeft;-0.1291;-0.3453;-0.0368;clap
783342;6527.85;HandRight;0.0978;-0.3681;-0.0566;clap
783342;6527.85;Head;0.0218;-0.0046;0.0718;clap
783343;6527.858;HandLeft;-0.1332;-0.3441;-0.0358;clap
783343;6527.858;HandRight;0.1012;-0.3703;-0.0587;clap
783343;6527.858;Head;0.0219;-0.0048;0.0699;clap
783344;6527.867;HandLeft;-0.1367;-0.3434;-0.0344;clap
783344;6527.867;HandRight;0.1038;-0.3723;-0.0606;clap
783344;6527.867;Head;0.022;-0.0053;0.0681;clap
783345;6527.875;HandLeft;-0.1392;-0.3428;-0.0337;clap
783345;6527.875;HandRight;0.1056;-0.374;-0.0627;clap
783345;6527.875;Head;0.0224;-0.0057;0.0668;clap
783346;6527.883;HandLeft;-0.1406;-0.3431;-0.0334;clap
783346;6527.883;HandRight;0.1067;-0.3757;-0.0646;clap
783346;6527.883;Head;0.0225;-0.006;0.0653;clap
783347;6527.892;HandLeft;-0.1415;-0.3432;-0.0334;clap
783347;6527.892;HandRight;0.1071;-0.3774;-0.066;clap
783347;6527.892;Head;0.0229;-0.0064;0.0639;clap
783348;6527.9;HandLeft;-0.1414;-0.3439;-0.0334;clap
783348;6527.9;HandRight;0.107;-0.3785;-0.0674;clap
783348;6527.9;Head;0.0229;-0.0068;0.0625;clap
783349;6527.908;HandLeft;-0.1408;-0.3448;-0.0339;clap
783349;6527.908;HandRight;0.1062;-0.3794;-0.0683;clap
783349;6527.908;Head;0.0225;-0.0073;0.0616;clap
783350;6527.917;HandLeft;-0.1394;-0.3458;-0.0344;clap
783350;6527.917;HandRight;0.1045;-0.3802;-0.0692;clap
783350;6527.917;Head;0.0217;-0.0077;0.0612;clap
783351;6527.925;HandLeft;-0.137;-0.347;-0.0351;clap
783351;6527.925;HandRight;0.1022;-0.3803;-0.0699;clap
783351;6527.925;Head;0.0216;-0.0079;0.0592;clap
783352;6527.933;HandLeft;-0.134;-0.3483;-0.0359;clap
783352;6527.933;HandRight;0.0992;-0.3804;-0.0702;clap
783352;6527.933;Head;0.0215;-0.0083;0.0581;clap
783353;6527.942;HandLeft;-0.1302;-0.3495;-0.0369;clap
783353;6527.942;HandRight;0.0959;-0.3802;-0.0703;clap
783353;6527.942;Head;0.0205;-0.0086;0.0576;clap
783354;6527.95;HandLeft;-0.1262;-0.3507;-0.0381;clap
783354;6527.95;HandRight;0.0917;-0.38;-0.0703;clap
783354;6527.95;Head;0.0211;-0.009;0.0557;clap
783355;6527.958;HandLeft;-0.1205;-0.3533;-0.0387;clap
783355;6527.958;HandRight;0.0873;-0.3799;-0.0702;clap
783355;6527.958;Head;0.02;-0.0092;0.0541;clap
783356;6527.967;HandLeft;-0.1148;-0.3557;-0.0396;clap
783356;6527.967;HandRight;0.0824;-0.3797;-0.0699;clap
783356;6527.967;Head;0.0196;-0.0096;0.053;clap
783357;6527.975;HandLeft;-0.1091;-0.3581;-0.0413;clap
783357;6527.975;HandRight;0.0773;-0.3798;-0.0695;clap
783357;6527.975;Head;0.019;-0.01;0.0524;clap
783358;6527.983;HandLeft;-0.1028;-0.3613;-0.0431;clap
783358;6527.983;HandRight;0.0717;-0.3799;-0.069;clap
783358;6527.983;Head;0.0185;-0.0102;0.0505;clap
783359;6527.992;HandLeft;-0.0957;-0.3652;-0.0447;clap
783359;6527.992;HandRight;0.0657;-0.3802;-0.0683;clap
783359;6527.992;Head;0.0173;-0.0105;0.0493;clap
783360;6528.0;HandLeft;-0.0887;-0.3694;-0.0462;clap
783360;6528.0;HandRight;0.0599;-0.3803;-0.0676;clap
783360;6528.0;Head;0.017;-0.0108;0.048;clap
783361;6528.008;HandLeft;-0.0801;-0.375;-0.0475;clap
783361;6528.008;HandRight;0.0539;-0.3806;-0.0667;clap
783361;6528.008;Head;0.0159;-0.0111;0.0464;clap
783362;6528.017;HandLeft;-0.0723;-0.3801;-0.0492;clap
783362;6528.017;HandRight;0.0476;-0.381;-0.0658;clap
783362;6528.017;Head;0.0151;-0.0114;0.0452;clap
783363;6528.025;HandLeft;-0.0646;-0.3856;-0.0513;clap
783363;6528.025;HandRight;0.0413;-0.3816;-0.0649;clap
783363;6528.025;Head;0.0149;-0.0117;0.0437;clap
783364;6528.033;HandLeft;-0.0561;-0.3911;-0.053;clap
783364;6528.033;HandRight;0.0369;-0.3843;-0.0644;clap
783364;6528.033;Head;0.0134;-0.0119;0.0424;clap
783365;6528.042;HandLeft;-0.0609;-0.3957;-0.0547;clap
783365;6528.042;HandRight;0.0365;-0.3873;-0.0664;clap
783365;6528.042;Head;0.0118;-0.0122;0.0415;clap
783366;6528.05;HandLeft;-0.0686;-0.3996;-0.0535;clap
783366;6528.05;HandRight;0.0356;-0.3879;-0.067;clap
783366;6528.05;Head;0.0105;-0.0126;0.0401;clap
783367;6528.058;HandLeft;-0.0749;-0.4041;-0.0523;clap
783367;6528.058;HandRight;0.0349;-0.3896;-0.0673;clap
783367;6528.058;Head;0.0094;-0.0129;0.039;clap
783368;6528.067;HandLeft;-0.0779;-0.4075;-0.055;clap
783368;6528.067;HandRight;0.033;-0.3917;-0.0693;clap
783368;6528.067;Head;0.0084;-0.0133;0.0374;clap
783369;6528.075;HandLeft;-0.0787;-0.4096;-0.0578;clap
783369;6528.075;HandRight;0.0317;-0.3947;-0.0715;clap
783369;6528.075;Head;0.007;-0.0135;0.0358;clap
783370;6528.083;HandLeft;-0.0793;-0.4113;-0.0607;clap
783370;6528.083;HandRight;0.0307;-0.3978;-0.0743;clap
783370;6528.083;Head;0.0056;-0.0137;0.0349;clap
783371;6528.092;HandLeft;-0.0794;-0.4134;-0.0638;clap
783371;6528.092;HandRight;0.0297;-0.4019;-0.0777;clap
783371;6528.092;Head;0.004;-0.0139;0.0339;clap
783372;6528.1;HandLeft;-0.0809;-0.4158;-0.0677;clap
783372;6528.1;HandRight;0.029;-0.4071;-0.0813;clap
783372;6528.1;Head;0.0028;-0.0141;0.0319;clap
783373;6528.108;HandLeft;-0.0814;-0.4184;-0.0708;clap
783373;6528.108;HandRight;0.0285;-0.4131;-0.085;clap
783373;6528.108;Head;0.0011;-0.0141;0.0307;clap
783374;6528.117;HandLeft;-0.0815;-0.422;-0.0737;clap
783374;6528.117;HandRight;0.028;-0.4192;-0.0888;clap
783374;6528.117;Head;-0.0009;-0.0142;0.0299;clap
783375;6528.125;HandLeft;-0.0816;-0.4261;-0.0776;clap
783375;6528.125;HandRight;0.0276;-0.4259;-0.0927;clap
783375;6528.125;Head;-0.0026;-0.0142;0.028;clap
783376;6528.133;HandLeft;-0.0815;-0.4312;-0.0818;clap
783376;6528.133;HandRight;0.0275;-0.4331;-0.0965;clap
783376;6528.133;Head;-0.0042;-0.0142;0.026;clap
783377;6528.142;HandLeft;-0.0825;-0.4363;-0.0863;clap
783377;6528.142;HandRight;0.0275;-0.441;-0.1004;clap
783377;6528.142;Head;-0.0067;-0.0144;0.0261;clap
783378;6528.15;HandLeft;-0.0858;-0.4423;-0.0904;clap
783378;6528.15;HandRight;0.0276;-0.4493;-0.1043;clap
783378;6528.15;Head;-0.0086;-0.0146;0.024;clap
783379;6528.158;HandLeft;-0.0894;-0.4494;-0.0936;clap
783379;6528.158;HandRight;0.0279;-0.4581;-0.1085;clap
783379;6528.158;Head;-0.0107;-0.0146;0.0231;clap
783380;6528.167;HandLeft;-0.0937;-0.4572;-0.0968;clap
783380;6528.167;HandRight;0.0284;-0.4669;-0.1127;clap
783380;6528.167;Head;-0.0127;-0.0148;0.0213;clap
783381;6528.175;HandLeft;-0.0985;-0.465;-0.0995;clap
783381;6528.175;HandRight;0.029;-0.4756;-0.1166;clap
783381;6528.175;Head;-0.0151;-0.015;0.0206;clap
783382;6528.183;HandLeft;-0.1039;-0.4729;-0.1023;clap
783382;6528.183;HandRight;0.0299;-0.4842;-0.1204;clap
783382;6528.183;Head;-0.0178;-0.0153;0.0194;clap
783383;6528.192;HandLeft;-0.1092;-0.4814;-0.1051;clap
783383;6528.192;HandRight;0.0307;-0.4931;-0.124;clap
